kode,uraian,uraian_ai
000,umum;umum,"[umum, tata usaha, perlengkapan, aset, rapat, surat menyurat] -> umum"
500.14.3,survei;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> statistik -> survei"
500.14.3.1,perencanaan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> statistik -> survei -> perencanaan"
500.14.3.2,persiapan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> statistik -> survei -> persiapan"
500.14.3.3,pelaksanaan lapangan antara lain pelaksanaan listing pemilihan sampel pengumpulan data pemeriksaan pengawasan lapangan monitoring kualitas;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> statistik -> survei -> pelaksanaan lapangan antara lain pelaksanaan listing pemilihan sampel pengumpulan data pemeriksaan pengawasan lapangan monitoring kualitas"
500.14.3.4,pengolahan antara lain pengelolaan dokumen penerimaan pengiriman pengelompokkan batching pemeriksaan dokumen dan pengkodean editing coding perekaman data entri scanner tabulasi data pemeriksaan tabulasi laporan konsistensi tabulasi;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> statistik -> survei -> pengolahan antara lain pengelolaan dokumen penerimaan pengiriman pengelompokkan batching pemeriksaan dokumen dan pengkodean editing coding perekaman data entri scanner tabulasi data pemeriksaan tabulasi laporan konsistensi tabulasi"
500.14.3.5,analisis dan penyajian hasil survei antara lain pembahasan angka hasil pengolahan penyusunan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> statistik -> survei -> analisis dan penyajian hasil survei antara lain pembahasan angka hasil pengolahan penyusunan"
500.14.3.6,diseminasi hasil survei;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> statistik -> survei -> diseminasi hasil survei"
500.14.4,konsolidasi data statistik;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> statistik -> konsolidasi data statistik"
500.14.4.1,kompilasi data;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> statistik -> konsolidasi data statistik -> kompilasi data"
500.14.4.2,analisis data;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> statistik -> konsolidasi data statistik -> analisis data"
500.14.4.3,penyusunan publikasi;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> statistik -> konsolidasi data statistik -> penyusunan publikasi"
500.14.5,evaluasi dan pelaporan sensus survei dan konsolidasi data statistik;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> statistik -> evaluasi dan pelaporan sensus survei dan konsolidasi data statistik"
500.15,ketenagakerjaan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan"
500.15.1,kebijakan di bidang ketenagakerjaan yang dilakukan oleh pemerintah daerah;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> kebijakan di bidang ketenagakerjaan yang dilakukan oleh pemerintah daerah"
500.15.2,perencanaan tenaga kerja;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> perencanaan tenaga kerja"
500.15.2.1,perencanaan tenaga kerja perusahaan pemerintah;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> perencanaan tenaga kerja -> perencanaan tenaga kerja perusahaan pemerintah"
500.15.2.2,perencanaan tenaga kerja perusahaan swasta;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> perencanaan tenaga kerja -> perencanaan tenaga kerja perusahaan swasta"
500.15.3,pengembangan standarisasi kompetensi;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> pengembangan standarisasi kompetensi"
500.15.3.1,penerapan estándar kompetensi;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> pengembangan standarisasi kompetensi -> penerapan estándar kompetensi"
500.15.3.2,pengembangan standarisasi kompetensi;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> pengembangan standarisasi kompetensi"
500.15.3.3,pengembangan program pelatihan ketenagakerjaan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> pengembangan standarisasi kompetensi -> pengembangan program pelatihan ketenagakerjaan"
500.15.3.4,pengembangan program pelatihan produktivitas dan kewirausahaan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> pengembangan standarisasi kompetensi -> pengembangan program pelatihan produktivitas dan kewirausahaan"
500.15.3.5,pengembangan program pelatihan ketransmigrasian;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> pengembangan standarisasi kompetensi -> pengembangan program pelatihan ketransmigrasian"
500.15.4,bina lembaga dan sarana pelatihan kerja;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> bina lembaga dan sarana pelatihan kerja"
500.15.4.1,akreditasi dan sistem informasi kelembagaan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> bina lembaga dan sarana pelatihan kerja -> akreditasi dan sistem informasi kelembagaan"
500.15.4.2,pengembangan sarana dan fasilitas lembaga pelatihan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> bina lembaga dan sarana pelatihan kerja -> pengembangan sarana dan fasilitas lembaga pelatihan"
500.15.4.3,pengembangan estándar mutu psm lembaga pelatihan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> bina lembaga dan sarana pelatihan kerja -> pengembangan estándar mutu psm lembaga pelatihan"
500.15.4.4,sistem pendanaan dan kerjasama antar lembaga;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> bina lembaga dan sarana pelatihan kerja -> sistem pendanaan dan kerjasama antar lembaga"
500.15.5,bina instruktur dan tenaga pelatihan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> bina instruktur dan tenaga pelatihan"
500.15.5.1,instruktur dan psm lembaga pelatihan pemerintah;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> bina instruktur dan tenaga pelatihan -> instruktur dan psm lembaga pelatihan pemerintah"
500.15.5.2,instruktur lembaga pelatihan swasta;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> bina instruktur dan tenaga pelatihan -> instruktur lembaga pelatihan swasta"
500.15.5.3,tenaga pelatihan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> bina instruktur dan tenaga pelatihan -> tenaga pelatihan"
500.15.5.4,sistem informasi instruktur psm dan tenaga pelatihan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> bina instruktur dan tenaga pelatihan -> sistem informasi instruktur psm dan tenaga pelatihan"
500.15.6,bina pemagangan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> bina pemagangan"
500.15.6.1,pemagangan dalam negeri;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> bina pemagangan -> pemagangan dalam negeri"
500.15.6.2,pemagangan luar negeri;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> bina pemagangan -> pemagangan luar negeri"
500.15.6.3,perizinan dan advokasi pemagangan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> bina pemagangan -> perizinan dan advokasi pemagangan"
500.15.6.4,promosi dan jenjang pemagangan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> bina pemagangan -> promosi dan jenjang pemagangan"
500.15.7,produktivitas dan kewirausahaan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> produktivitas dan kewirausahaan"
500.15.7.1,pengembangan promosi dan kerjasama produktivitas dan kewirausahaan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> produktivitas dan kewirausahaan -> pengembangan promosi dan kerjasama produktivitas dan kewirausahaan"
500.15.7.2,pengembangan sistem dan peningkatan produktivitas;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> produktivitas dan kewirausahaan -> pengembangan sistem dan peningkatan produktivitas"
500.15.7.3,pengembangan pengukuran dan kajian produktivitas;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> produktivitas dan kewirausahaan -> pengembangan pengukuran dan kajian produktivitas"
500.15.7.4,pengembangan kewirausahaan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> produktivitas dan kewirausahaan -> pengembangan kewirausahaan"
500.15.8,pengembangan pasar kerja;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> pengembangan pasar kerja"
500.15.8.1,informasi pasar kerja;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> pengembangan pasar kerja -> informasi pasar kerja"
500.15.8.2,analisis pasar kerja;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> pengembangan pasar kerja -> analisis pasar kerja"
500.15.8.3,bursa kerja;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> pengembangan pasar kerja -> bursa kerja"
500.15.8.4,analisis jabatan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> pengembangan pasar kerja -> analisis jabatan"
500.15.9,penempatan tenaga kerja dalam negeri;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> penempatan tenaga kerja dalam negeri"
500.15.9.1,antar kerja;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> penempatan tenaga kerja dalam negeri -> antar kerja"
500.15.9.2,penempatan tenaga kerja khusus;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> penempatan tenaga kerja dalam negeri -> penempatan tenaga kerja khusus"
500.15.9.3,penyuluhan dan bimbingan jabatan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> penempatan tenaga kerja dalam negeri -> penyuluhan dan bimbingan jabatan"
500.15.9.4,pemberdayaan pengantar kerja;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> penempatan tenaga kerja dalam negeri -> pemberdayaan pengantar kerja"
500.15.10,perluasan kesempatan kerja dan pengembangan tenaga kerja sektor informal;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> perluasan kesempatan kerja dan pengembangan tenaga kerja sektor informal"
500.15.10.1,tenaga kerja mandiri dan sektoral informal;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> perluasan kesempatan kerja dan pengembangan tenaga kerja sektor informal -> tenaga kerja mandiri dan sektoral informal"
500.15.10.2,pengembangan padat karya;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> perluasan kesempatan kerja dan pengembangan tenaga kerja sektor informal -> pengembangan padat karya"
500.15.10.3,terapan teknologi tepat guna;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> perluasan kesempatan kerja dan pengembangan tenaga kerja sektor informal -> terapan teknologi tepat guna"
500.15.10.4,pemberdayaan pendampingan dan kerjasama antar lembaga;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> perluasan kesempatan kerja dan pengembangan tenaga kerja sektor informal -> pemberdayaan pendampingan dan kerjasama antar lembaga"
500.15.11,standardisasi profesi;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> standardisasi profesi"
500.15.11.1,sistem informasi dan registrasi;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> standardisasi profesi -> sistem informasi dan registrasi"
500.15.11.2,pembakuan akreditasi;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> standardisasi profesi -> pembakuan akreditasi"
500.15.12,persyaratan kerja kesejahteraan dan analisis diskriminasi;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> persyaratan kerja kesejahteraan dan analisis diskriminasi"
500.15.12.1,peraturan perusahaan dan perjanjian kerjasama bersama;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> persyaratan kerja kesejahteraan dan analisis diskriminasi -> peraturan perusahaan dan perjanjian kerjasama bersama"
500.15.12.2,perjanjian kerja;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> persyaratan kerja kesejahteraan dan analisis diskriminasi -> perjanjian kerja"
500.15.12.3,kesejahteraan pekerja;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> persyaratan kerja kesejahteraan dan analisis diskriminasi -> kesejahteraan pekerja"
500.15.12.4,analisis diskriminasi syarat kerja;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> persyaratan kerja kesejahteraan dan analisis diskriminasi -> analisis diskriminasi syarat kerja"
500.15.13,kelembagaan dan pemasyarakatan hubungan industrial;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> kelembagaan dan pemasyarakatan hubungan industrial"
500.15.13.1,organisasi pekerja dan pengusaha;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> kelembagaan dan pemasyarakatan hubungan industrial -> organisasi pekerja dan pengusaha"
500.15.13.2,kelembagaan hubungan industrial;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> kelembagaan dan pemasyarakatan hubungan industrial -> kelembagaan hubungan industrial"
500.15.13.3,pemasyarakatan hubungan industrial;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> kelembagaan dan pemasyarakatan hubungan industrial -> pemasyarakatan hubungan industrial"
500.15.14,pengupahan dan penyelesaian perselisihan hubungan industrial;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> pengupahan dan penyelesaian perselisihan hubungan industrial"
500.15.14.1,pengupahan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> pengupahan dan penyelesaian perselisihan hubungan industrial -> pengupahan"
500.15.14.2,jaminan sosial tenaga kerja dalam hubungan kerja;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> pengupahan dan penyelesaian perselisihan hubungan industrial -> jaminan sosial tenaga kerja dalam hubungan kerja"
500.15.15,pencegahan dan penyelesaian pelestarian hubungan industrial;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> pencegahan dan penyelesaian pelestarian hubungan industrial"
500.15.15.1,pencegahan perselisihan hubungan industrial;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> pencegahan dan penyelesaian pelestarian hubungan industrial -> pencegahan perselisihan hubungan industrial"
500.15.15.2,penyelenggaraan penyelesaian perselisihan hubungan industrial;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> pencegahan dan penyelesaian pelestarian hubungan industrial -> penyelenggaraan penyelesaian perselisihan hubungan industrial"
500.15.15.3,pemberdayaan kelembagaan dan tenaga penyelesaian perselisihan hubungan industrial;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> pencegahan dan penyelesaian pelestarian hubungan industrial -> pemberdayaan kelembagaan dan tenaga penyelesaian perselisihan hubungan industrial"
500.15.16,pengawasan norma kerja dan jaminan sosial tenaga kerja;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> pengawasan norma kerja dan jaminan sosial tenaga kerja"
500.15.16.1,pengawasan norma kerja;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> pengawasan norma kerja dan jaminan sosial tenaga kerja -> pengawasan norma kerja"
500.15.16.2,pengawasan norma hubungan kerja dan perlindungan berserikat;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> pengawasan norma kerja dan jaminan sosial tenaga kerja -> pengawasan norma hubungan kerja dan perlindungan berserikat"
500.15.16.3,pengawasan norma penempatan dan latihan tenaga kerja;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> pengawasan norma kerja dan jaminan sosial tenaga kerja -> pengawasan norma penempatan dan latihan tenaga kerja"
500.15.17,pengawasan norma kerja perempuan dan anak;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> pengawasan norma kerja perempuan dan anak"
500.15.17.1,pengawasan norma kerja perempuan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> pengawasan norma kerja perempuan dan anak -> pengawasan norma kerja perempuan"
500.15.17.2,pengawasan norma kerja anak;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> pengawasan norma kerja perempuan dan anak -> pengawasan norma kerja anak"
500.15.17.3,kerjasama lintas sektoral;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> pengawasan norma kerja perempuan dan anak -> kerjasama lintas sektoral"
500.15.17.4,advokasi tenaga kerja perempuan dan anak;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> pengawasan norma kerja perempuan dan anak -> advokasi tenaga kerja perempuan dan anak"
500.15.18,pengawasan norma keselamatan dan kesehatan kerja;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> pengawasan norma keselamatan dan kesehatan kerja"
500.15.18.1,pengawasan norma mekanik pesawat uap dan bejana tekan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> pengawasan norma keselamatan dan kesehatan kerja -> pengawasan norma mekanik pesawat uap dan bejana tekan"
500.15.18.2,pengawasan norma konstruksi bangunan listrik dan penanggulangan kebakaran;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> pengawasan norma keselamatan dan kesehatan kerja -> pengawasan norma konstruksi bangunan listrik dan penanggulangan kebakaran"
500.15.18.3,pengawasan norma kesehatan kerja;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> pengawasan norma keselamatan dan kesehatan kerja -> pengawasan norma kesehatan kerja"
500.15.18.4,pengawasan norma lingkungan kerja dan bahan berbahaya;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> pengawasan norma keselamatan dan kesehatan kerja -> pengawasan norma lingkungan kerja dan bahan berbahaya"
500.15.18.5,pengawasan norma kelembagaan keahlian dan sistem manajemen k3;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> pengawasan norma keselamatan dan kesehatan kerja -> pengawasan norma kelembagaan keahlian dan sistem manajemen k3"
500.15.19,laporan hasil pengawasan ketenagaakerjaan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> laporan hasil pengawasan ketenagaakerjaan"
500.15.20,bina penegaka hukum;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> bina penegaka hukum"
500.15.20.1,pemerikasaan norma ketenagakerjaan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> bina penegaka hukum -> pemerikasaan norma ketenagakerjaan"
500.15.20.2,penyidikan norma ketenagakerjaan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> bina penegaka hukum -> penyidikan norma ketenagakerjaan"
500.15.20.3,pengembangan penyidik pegawai negeri sipil;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> bina penegaka hukum -> pengembangan penyidik pegawai negeri sipil"
500.15.20.4,kerjasama penegakan hukum;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> bina penegaka hukum -> kerjasama penegakan hukum"
500.15.21,pengkajian dan bimbingan teknis pelayanan keselamatan dan kesehatan kerja;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> pengkajian dan bimbingan teknis pelayanan keselamatan dan kesehatan kerja"
00.15.21.1,analisis dan standardisasi bidang k3;,"[umum, tata usaha, perlengkapan, aset, rapat, surat menyurat] -> analisis dan standardisasi bidang k3"
00.15.21.2,hasil kajian perekayasaan dan penerapan teknologi dan alih teknologi k3;,"[umum, tata usaha, perlengkapan, aset, rapat, surat menyurat] -> hasil kajian perekayasaan dan penerapan teknologi dan alih teknologi k3"
00.15.21.3,bimbingan teknis dan evaluasi pengkajian k3;,"[umum, tata usaha, perlengkapan, aset, rapat, surat menyurat] -> bimbingan teknis dan evaluasi pengkajian k3"
00.15.21.4,bimbingan teknis dan evaluasi pelayanan k3;,"[umum, tata usaha, perlengkapan, aset, rapat, surat menyurat] -> bimbingan teknis dan evaluasi pelayanan k3"
500.15.22,pengembangan sdm dan kompetensi k3;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> pengembangan sdm dan kompetensi k3"
500.15.22.1,program analisis dan standardisasi pengembangan sdm dan kompetensi k3;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> pengembangan sdm dan kompetensi k3 -> program analisis dan standardisasi pengembangan sdm dan kompetensi k3"
500.15.22.2,penyebarluasan informasi pengembangan sdm dan kompetensi k3;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> pengembangan sdm dan kompetensi k3 -> penyebarluasan informasi pengembangan sdm dan kompetensi k3"
500.15.22.3,kerjasama tingkat nasional bidang pengembangan sdm dan kompetensi k3;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> pengembangan sdm dan kompetensi k3 -> kerjasama tingkat nasional bidang pengembangan sdm dan kompetensi k3"
500.15.22.4,kerjasama tingkat regional bidang pengembangan sdm dan kompetensi k3;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> pengembangan sdm dan kompetensi k3 -> kerjasama tingkat regional bidang pengembangan sdm dan kompetensi k3"
500.15.22.5,kerjasama tingkat internasional bidang pengembangan sdm dan kompetensi k3;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> pengembangan sdm dan kompetensi k3 -> kerjasama tingkat internasional bidang pengembangan sdm dan kompetensi k3"
500.15.22.6,bimbingan teknis dan evaluasi pengembangan sdm dan kompetensi k3;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> ketenagakerjaan -> pengembangan sdm dan kompetensi k3 -> bimbingan teknis dan evaluasi pengembangan sdm dan kompetensi k3"
500.16,penanaman modal;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> penanaman modal"
500.16.1,kebijakan di bidang penanaman modal yang dilakukan oleh pemerintah daerah;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> penanaman modal -> kebijakan di bidang penanaman modal yang dilakukan oleh pemerintah daerah"
500.16.2,perencanaan penanaman modal;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> penanaman modal -> perencanaan penanaman modal"
500.16.2.1,perencanaan industri agribisnis dan sumber daya alam lainnya;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> penanaman modal -> perencanaan penanaman modal -> perencanaan industri agribisnis dan sumber daya alam lainnya"
500.16.2.2,perencanaan industri manufaktur;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> penanaman modal -> perencanaan penanaman modal -> perencanaan industri manufaktur"
500.16.2.3,perencanaan jasa dan kawasan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> penanaman modal -> perencanaan penanaman modal -> perencanaan jasa dan kawasan"
500.16.2.4,perencanaan infrastruktur;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> penanaman modal -> perencanaan penanaman modal -> perencanaan infrastruktur"
500.16.3,pengembangan iklim penanaman modal;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> penanaman modal -> pengembangan iklim penanaman modal"
500.16.3.1,deregulasi penanaman modal;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> penanaman modal -> pengembangan iklim penanaman modal -> deregulasi penanaman modal"
500.16.3.2,pengembangan potensi daerah;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> penanaman modal -> pengembangan iklim penanaman modal -> pengembangan potensi daerah"
500.16.3.3,pemberdayaan usaha;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> penanaman modal -> pengembangan iklim penanaman modal -> pemberdayaan usaha"
500.16.3.4,pemberdayaan usaha pembinaan dan penyuluhan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> penanaman modal -> pengembangan iklim penanaman modal -> pemberdayaan usaha pembinaan dan penyuluhan"
500.16.3.5,pemberdayaan usaha kemitraan usaha;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> penanaman modal -> pengembangan iklim penanaman modal -> pemberdayaan usaha kemitraan usaha"
500.16.3.6,pemberdayaan usaha pelayanan usaha;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> penanaman modal -> pengembangan iklim penanaman modal -> pemberdayaan usaha pelayanan usaha"
500.16.4,promosi penanaman modal;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> penanaman modal -> promosi penanaman modal"
500.16.4.1,pengembangan promosi;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> penanaman modal -> promosi penanaman modal -> pengembangan promosi"
500.16.4.2,analisis strategi promosi;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> penanaman modal -> promosi penanaman modal -> analisis strategi promosi"
500.16.4.3,fasilitasi promosi luar negeri;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> penanaman modal -> promosi penanaman modal -> fasilitasi promosi luar negeri"
500.16.4.4,promosi sektoral;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> penanaman modal -> promosi penanaman modal -> promosi sektoral"
500.16.4.5,fasilitasi promosi daerah;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> penanaman modal -> promosi penanaman modal -> fasilitasi promosi daerah"
500.16.4.6,pameran dan sarana promosi;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> penanaman modal -> promosi penanaman modal -> pameran dan sarana promosi"
500.16.5,kerja sama penanaman modal;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> penanaman modal -> kerja sama penanaman modal"
500.16.5.1,kerja sama bilateral dan mulitilateral;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> penanaman modal -> kerja sama penanaman modal -> kerja sama bilateral dan mulitilateral"
500.16.5.2,kerja sama regional;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> penanaman modal -> kerja sama penanaman modal -> kerja sama regional"
500.16.5.3,kerja sama dunia usaha internasional;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> penanaman modal -> kerja sama penanaman modal -> kerja sama dunia usaha internasional"
